"","","","","","","","","","","","",""
"Innbyggere uten fast lege","347","1759","1739","Rogaland","Time","11212020","4.08309","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1952","1744","Vestfold og Telemark","Tinn","38182020","42.6662","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2073","1748","Troms og Finnmark","Tjeldsund","54122020","20.9317","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1958","1744","Vestfold og Telemark","Tokke","38242020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2066","1748","Troms og Finnmark","Tromsø","54012020","1.89102","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2028","1747","Trøndelag","Trondheim","50012020","1.1693","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1905","1743","Innlandet","Trysil","34212020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2042","1747","Trøndelag","Tydal","50332020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1911","1743","Innlandet","Tynset","34272020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1769","1739","Rogaland","Tysvær","11462020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1939","1744","Vestfold og Telemark","Tønsberg","38032020","1.70577","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1869","1742","Viken","Ullensaker","30332020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1994","1746","Vestland","Ullensvang","46182020","7.70874","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1779","1740","Møre og Romsdal","Ulstein","15162020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1996","1746","Vestland","Ulvik","46202020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2070","1748","Troms og Finnmark","Vadsø","54052020","9.5179","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2004","1746","Vestland","Vaksdal","46282020","3.44023","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1776","1740","Møre og Romsdal","Vanylven","15112020","10.2834","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2069","1748","Troms og Finnmark","Vardø","54042020","41.6082","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1809","1741","Nordland","Vefsn","18242020","10.8466","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1804","1741","Nordland","Vega","18152020","48.7365","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2047","1747","Trøndelag","Verdal","50382020","4.76783","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1855","1742","Viken","Vestby","30192020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1786","1740","Møre og Romsdal","Vestnes","15352020","0.0149343","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1934","1743","Innlandet","Vestre Slidre","34522020","62.6809","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1927","1743","Innlandet","Vestre Toten","34432020","26.4974","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1831","1741","Nordland","Vestvågøy","18602020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2015","1746","Vestland","Vik","46392020","0.35686","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1772","1739","Rogaland","Vindafjord","11602020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1959","1744","Vestfold og Telemark","Vinje","38252020","18.41","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1997","1746","Vestland","Voss","46212020","4.54023","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1832","1741","Nordland","Vågan","18652020","2.39762","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1919","1743","Innlandet","Vågå","34352020","19.871","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1903","1743","Innlandet","Våler, Innlandet","34192020","26.4343","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1835","1741","Nordland","Øksnes","18682020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2061","1747","Trøndelag","Ørland","50572020","7.54021","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1781","1740","Møre og Romsdal","Ørsta","15202020","15.7104","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1884","1742","Viken","Øvre Eiker","30482020","9.21643","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1924","1743","Innlandet","Øyer","34402020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2002","1746","Vestland","Øygarden","46262020","0.163034","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1935","1743","Innlandet","Øystre Slidre","34532020","2.12766","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2062","1747","Trøndelag","Åfjord","50582020","20.5861","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1879","1742","Viken","Ål","30432020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1775","1740","Møre og Romsdal","Ålesund","15072020","6.74689","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1906","1743","Innlandet","Åmot","34222020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2019","1746","Vestland","Årdal","46432020","48.8728","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1857","1742","Viken","Ås","30212020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1902","1743","Innlandet","Åsnes","34182020","14.5282","KVartalvis","Andel innbyggere uten fast lege","%","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1745","388","Norge","Agder","422020","2.96507","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1743","388","Norge","Innlandet","342020","6.72019","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1740","388","Norge","Møre og Romsdal","152020","9.95226","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1741","388","Norge","Nordland","182020","9.54482","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1738","388","Norge","Oslo, fylke","32020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1739","388","Norge","Rogaland","112020","3.28117","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1748","388","Norge","Troms og Finnmark","542020","9.84184","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1747","388","Norge","Trøndelag","502020","4.62473","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1744","388","Norge","Vestfold og Telemark","382020","6.71408","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1746","388","Norge","Vestland","462020","4.40079","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1742","388","Norge","Viken","302020","1.21224","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1807","1741","Nordland","Alstahaug","18202020","10.6099","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2068","1748","Troms og Finnmark","Alta","54032020","21.0917","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1912","1743","Innlandet","Alvdal","34282020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2007","1746","Vestland","Alver","46312020","3.28642","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1837","1741","Nordland","Andøy","18712020","16.3106","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1962","1745","Agder","Arendal","42032020","1.91694","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1861","1742","Viken","Asker","30252020","0.640642","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2021","1746","Vestland","Askvoll","46452020","28.3878","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2003","1746","Vestland","Askøy","46272020","6.23237","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1795","1740","Møre og Romsdal","Aure","15762020","44.3983","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2017","1746","Vestland","Aurland","46412020","63.5193","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1862","1742","Viken","Aurskog-Høland","30262020","6.13799","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2001","1746","Vestland","Austevoll","46252020","27.5555","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2008","1746","Vestland","Austrheim","46322020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1789","1740","Møre og Romsdal","Averøy","15542020","25.4804","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1947","1744","Vestfold og Telemark","Bamble","38132020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2077","1748","Troms og Finnmark","Bardu","54162020","9.58765","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1821","1741","Nordland","Beiarn","18392020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1985","1746","Vestland","Bergen","46012020","1.05751","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1801","1741","Nordland","Bindal","18112020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2000","1746","Vestland","Bjørnafjorden","46242020","7.26308","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1799","1741","Nordland","Bodø","18042020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2024","1746","Vestland","Bremanger","46482020","0.982052","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1803","1741","Nordland","Brønnøy","18132020","17.9648","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1978","1745","Agder","Bykle","42222020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1860","1742","Viken","Bærum","30242020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1989","1746","Vestland","Bømlo","46132020","20.704","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2103","1748","Troms og Finnmark","Båtsfjord","54432020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1844","1742","Viken","Drammen","30052020","0.0757068","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1812","1741","Nordland","Dønna","18272020","2.83091","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1900","1743","Innlandet","Eidskog","34162020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1871","1742","Viken","Eidsvoll","30352020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1750","1739","Rogaland","Eigersund","11012020","26.9644","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1904","1743","Innlandet","Elverum","34202020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1909","1743","Innlandet","Engerdal","34252020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1932","1743","Innlandet","Etnedal","34502020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1975","1745","Agder","Evje og Hornnes","42192020","46.6771","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1965","1745","Agder","Farsund","42062020","9.55665","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1823","1741","Nordland","Fauske-Fuossko","18412020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1991","1746","Vestland","Fitjar","46152020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2022","1746","Vestland","Fjaler","46462020","43.8499","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1797","1740","Møre og Romsdal","Fjord","15782020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1830","1741","Nordland","Flakstad","18592020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1966","1745","Agder","Flekkefjord","42072020","11.3569","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1875","1742","Viken","Flå","30392020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1913","1743","Innlandet","Folldal","34292020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1843","1742","Viken","Fredrikstad","30042020","1.46196","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1858","1742","Viken","Frogn","30222020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2045","1747","Trøndelag","Frosta","50362020","30.3974","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2031","1747","Trøndelag","Frøya","50142020","23.0114","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1957","1744","Vestfold og Telemark","Fyresdal","38232020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1945","1744","Vestfold og Telemark","Færder","38112020","3.5315","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2099","1748","Troms og Finnmark","Gamvik","54392020","44.0914","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1925","1743","Innlandet","Gausdal","34412020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1820","1741","Nordland","Gildeskål","18382020","25.5375","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1785","1740","Møre og Romsdal","Giske","15322020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1790","1740","Møre og Romsdal","Gjemnes","15572020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1868","1742","Viken","Gjerdrum","30322020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1894","1743","Innlandet","Gjøvik","34072020","26.9593","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2026","1746","Vestland","Gloppen","46502020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1877","1742","Viken","Gol","30412020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1928","1743","Innlandet","Gran","34462020","25.0165","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1810","1741","Nordland","Grane","18252020","65.1076","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1961","1745","Agder","Grimstad","42022020","3.6491","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2052","1747","Trøndelag","Grong","50452020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1901","1743","Innlandet","Grue","34172020","27.0824","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2011","1746","Vestland","Gulen","46352020","22.1635","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1840","1742","Viken","Halden","30012020","1.91924","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1892","1743","Innlandet","Hamar","34032020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1839","1741","Nordland","Hamarøy","18752020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2071","1748","Troms og Finnmark","Hammerfest","54062020","6.10549","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1780","1740","Møre og Romsdal","Hareid","15172020","19.1047","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2067","1748","Troms og Finnmark","Harstad","54022020","5.69069","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2093","1748","Troms og Finnmark","Hasvik","54332020","68.5144","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1811","1741","Nordland","Aarborte-Hattfjelldal","18262020","43.7002","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1752","1739","Rogaland","Haugesund","11062020","1.69252","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2059","1747","Trøndelag","Heim","50552020","28.7125","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1814","1741","Nordland","Hemnes","18322020","24.6497","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1778","1740","Møre og Romsdal","Herøy, Møre og Romsdal","15152020","16.9428","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1806","1741","Nordland","Herøy, Nordland","18182020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2060","1747","Trøndelag","Hitra","50562020","24.8291","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1953","1744","Vestfold og Telemark","Hjartdal","38192020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1880","1742","Viken","Hol","30442020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2036","1747","Trøndelag","Holtålen","50262020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1937","1744","Vestfold og Telemark","Horten","38012020","3.7059","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1798","1740","Møre og Romsdal","Hustadvika","15792020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1847","1742","Viken","Hvaler","30112020","12.6309","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2013","1746","Vestland","Hyllestad","46372020","67.9518","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","1982","1745","Agder","Hægebostad","42262020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2014","1746","Vestland","Høyanger","46382020","64.6086","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
"Innbyggere uten fast lege","347","2053","1747","Trøndelag","Høylandet","50462020","0","KVartalvis","Andel innbyggere uten fast lege","%","2023-07-01T00:00:00","2023-09-30T00:00:00"
