"","","","","","","","","","","","",""
"Innbyggere uten fast lege","347","1946","1744","Vestfold og Telemark","Siljan","38122020","1687","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1984","1745","Agder","Sirdal","42282020","1678","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2039","1747","Trøndelag","Skaun","50292020","7050","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1943","1744","Vestfold og Telemark","Skien","38072020","53558","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1851","1742","Viken","Skiptvet","30152020","2912","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2088","1748","Troms og Finnmark","Skjervøy","54272020","2751","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1917","1743","Innlandet","Skjåk","34332020","2040","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1794","1740","Møre og Romsdal","Smøla","15732020","2046","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2048","1747","Trøndelag","Snåsa","50412020","2053","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2016","1746","Vestland","Sogndal","46402020","12536","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1754","1739","Rogaland","Sokndal","11112020","2827","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1761","1739","Rogaland","Sola","11242020","27123","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2012","1746","Vestland","Solund","46362020","706","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1836","1741","Nordland","Sortland","18702020","11209","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2025","1746","Vestland","Stad","46492020","9135","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1897","1743","Innlandet","Stange","34132020","16837","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1751","1739","Rogaland","Stavanger","11032020","156154","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1825","1741","Nordland","Steigen","18482020","2479","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2029","1747","Trøndelag","Steinkjer","50062020","24914","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2044","1747","Trøndelag","Stjørdal","50352020","24909","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1990","1746","Vestland","Stord","46142020","19947","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1907","1743","Innlandet","Stor-Elvdal","34232020","2089","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2086","1748","Troms og Finnmark","Storfjord-Omasvuotna-Omasvuono","54252020","1700","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1763","1739","Rogaland","Strand","11302020","12225","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1782","1740","Møre og Romsdal","Stranda","15252020","4347","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2027","1746","Vestland","Stryn","46512020","6829","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1784","1740","Møre og Romsdal","Sula","15312020","7894","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1765","1739","Rogaland","Suldal","11342020","3560","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1792","1740","Møre og Romsdal","Sunndal","15632020","6739","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2023","1746","Vestland","Sunnfjord","46472020","23442","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1793","1740","Møre og Romsdal","Surnadal","15662020","5760","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1988","1746","Vestland","Sveio","46122020","4477","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1783","1740","Møre og Romsdal","Sykkylven","15282020","7043","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1802","1741","Nordland","Sømna","18122020","2269","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1929","1743","Innlandet","Søndre Land","34472020","4857","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1931","1743","Innlandet","Sør-Aurdal","34492020","2020","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1824","1741","Nordland","Sørfold","18452020","2007","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1922","1743","Innlandet","Sør-Fron","34382020","3289","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1899","1743","Innlandet","Sør-Odal","34152020","6873","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2080","1748","Troms og Finnmark","Sørreisa","54192020","3726","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2104","1748","Troms og Finnmark","Sør-Varanger","54442020","9379","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2101","1748","Troms og Finnmark","Deatnu-Tana","54412020","2713","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1759","1739","Rogaland","Time","11212020","19471","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1791","1740","Møre og Romsdal","Tingvoll","15602020","2741","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1952","1744","Vestfold og Telemark","Tinn","38182020","5447","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2073","1748","Troms og Finnmark","Tjeldsund","54122020","4804","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1958","1744","Vestfold og Telemark","Tokke","38242020","2012","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1910","1743","Innlandet","Tolga","34262020","1332","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2066","1748","Troms og Finnmark","Tromsø","54012020","80945","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2028","1747","Trøndelag","Trondheim","50012020","224358","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1905","1743","Innlandet","Trysil","34212020","6264","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1817","1741","Nordland","Træna","18352020","440","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1969","1745","Agder","Tvedestrand","42132020","7231","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2042","1747","Trøndelag","Tydal","50332020","755","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1911","1743","Innlandet","Tynset","34272020","6507","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1992","1746","Vestland","Tysnes","46162020","2497","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1769","1739","Rogaland","Tysvær","11462020","11456","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1939","1744","Vestfold og Telemark","Tønsberg","38032020","61288","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1869","1742","Viken","Ullensaker","30332020","42730","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1994","1746","Vestland","Ullensvang","46182020","10754","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1779","1740","Møre og Romsdal","Ulstein","15162020","9682","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1996","1746","Vestland","Ulvik","46202020","1160","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1771","1739","Rogaland","Utsira","11512020","178","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2070","1748","Troms og Finnmark","Vadsø","54052020","5609","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2004","1746","Vestland","Vaksdal","46282020","3408","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1977","1745","Agder","Valle","42212020","564","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1936","1743","Innlandet","Vang","34542020","1498","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1776","1740","Møre og Romsdal","Vanylven","15112020","2736","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2069","1748","Troms og Finnmark","Vardø","54042020","1801","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1809","1741","Nordland","Vefsn","18242020","13247","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1804","1741","Nordland","Vega","18152020","1098","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1968","1745","Agder","Vegårshei","42122020","1217","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1979","1745","Agder","Vennesla","42232020","14134","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2047","1747","Trøndelag","Verdal","50382020","13699","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1855","1742","Viken","Vestby","30192020","16906","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1786","1740","Møre og Romsdal","Vestnes","15352020","6690","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1934","1743","Innlandet","Vestre Slidre","34522020","1611","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1927","1743","Innlandet","Vestre Toten","34432020","12427","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1831","1741","Nordland","Vestvågøy","18602020","11600","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1805","1741","Nordland","Vevelstad","18162020","606","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2015","1746","Vestland","Vik","46392020","2527","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1772","1739","Rogaland","Vindafjord","11602020","9068","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1959","1744","Vestfold og Telemark","Vinje","38252020","3790","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1796","1740","Møre og Romsdal","Volda","15772020","11399","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1997","1746","Vestland","Voss","46212020","16411","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1829","1741","Nordland","Værøy","18572020","629","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1832","1741","Nordland","Vågan","18652020","9457","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1919","1743","Innlandet","Vågå","34352020","3407","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1854","1742","Viken","Våler, Viken","30182020","4620","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1903","1743","Innlandet","Våler, Innlandet","34192020","3761","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1835","1741","Nordland","Øksnes","18682020","4513","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2061","1747","Trøndelag","Ørland","50572020","10541","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1781","1740","Møre og Romsdal","Ørsta","15202020","10556","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1926","1743","Innlandet","Østre Toten","34422020","14779","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1884","1742","Viken","Øvre Eiker","30482020","17440","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1924","1743","Innlandet","Øyer","34402020","4767","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2002","1746","Vestland","Øygarden","46262020","37705","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1935","1743","Innlandet","Øystre Slidre","34532020","3343","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2062","1747","Trøndelag","Åfjord","50582020","4093","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1879","1742","Viken","Ål","30432020","4787","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1775","1740","Møre og Romsdal","Ålesund","15072020","70042","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1973","1745","Agder","Åmli","42172020","1491","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1906","1743","Innlandet","Åmot","34222020","4161","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","2019","1746","Vestland","Årdal","46432020","5065","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1857","1742","Viken","Ås","30212020","17049","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1980","1745","Agder","Åseral","42242020","997","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","1902","1743","Innlandet","Åsnes","34182020","6801","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-01-01T00:00:00","2023-03-31T00:00:00"
"Innbyggere uten fast lege","347","388","0","","Norge","9999","5.49978e+006","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","3841","388","Norge","Kommunegruppe 1","999990000","89132","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","3842","388","Norge","Kommunegruppe 2","999990001","285902","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","3843","388","Norge","Kommunegruppe 3","999990002","480789","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","3844","388","Norge","Kommunegruppe 4","999990003","1.93187e+006","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","3845","388","Norge","Kommunegruppe 5","999990004","2.71209e+006","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1745","388","Norge","Agder","422020","316043","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1743","388","Norge","Innlandet","342020","370218","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1740","388","Norge","Møre og Romsdal","152020","266872","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1741","388","Norge","Nordland","182020","239694","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1738","388","Norge","Oslo, fylke","32020","765236","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1739","388","Norge","Rogaland","112020","494654","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1748","388","Norge","Troms og Finnmark","542020","242198","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1747","388","Norge","Trøndelag","502020","485085","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1744","388","Norge","Vestfold og Telemark","382020","421655","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1746","388","Norge","Vestland","462020","643426","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1742","388","Norge","Viken","302020","1.2547e+006","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1807","1741","Nordland","Alstahaug","18202020","7457","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2068","1748","Troms og Finnmark","Alta","54032020","21089","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1912","1743","Innlandet","Alvdal","34282020","1993","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2007","1746","Vestland","Alver","46312020","29081","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1837","1741","Nordland","Andøy","18712020","4497","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1848","1742","Viken","Aremark","30122020","1356","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1962","1745","Agder","Arendal","42032020","46079","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1861","1742","Viken","Asker","30252020","93378","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2021","1746","Vestland","Askvoll","46452020","2872","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2003","1746","Vestland","Askøy","46272020","27198","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1788","1740","Møre og Romsdal","Aukra","15472020","2603","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1795","1740","Møre og Romsdal","Aure","15762020","3125","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2017","1746","Vestland","Aurland","46412020","1638","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1862","1742","Viken","Aurskog-Høland","30262020","15604","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2001","1746","Vestland","Austevoll","46252020","5031","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2008","1746","Vestland","Austrheim","46322020","2735","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1789","1740","Møre og Romsdal","Averøy","15542020","5200","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2083","1748","Troms og Finnmark","Balsfjord","54222020","4897","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1947","1744","Vestfold og Telemark","Bamble","38132020","12647","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2077","1748","Troms og Finnmark","Bardu","54162020","3945","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1821","1741","Nordland","Beiarn","18392020","993","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1985","1746","Vestland","Bergen","46012020","296013","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","2100","1748","Troms og Finnmark","Berlevåg","54402020","844","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
"Innbyggere uten fast lege","347","1801","1741","Nordland","Bindal","18112020","1696","KVartalvis","Totalt antall listeinnbyggere","Antall","2023-04-01T00:00:00","2023-06-30T00:00:00"
